batch	batch_id	cond
scell.nextera.1CDU_615	4	1CDU_2891	1CDU
scell.nextera.1CDU_616	4	1CDU_2891	1CDU
scell.nextera.1CDU_617	4	1CDU_2891	1CDU
scell.nextera.1CDU_618	4	1CDU_2891	1CDU
scell.nextera.1CDU_621	4	1CDU_2891	1CDU
scell.nextera.1CDU_622	4	1CDU_2891	1CDU
scell.nextera.1CDU_623	4	1CDU_2891	1CDU
scell.nextera.1CDU_624	4	1CDU_2891	1CDU
scell.nextera.1CDU_625	4	1CDU_2891	1CDU
scell.nextera.1CDU_626	4	1CDU_2891	1CDU
scell.nextera.1CDU_627	4	1CDU_2891	1CDU
scell.nextera.1CDU_628	4	1CDU_2891	1CDU
scell.nextera.1CDU_631	4	1CDU_2891	1CDU
scell.nextera.1CDU_632	4	1CDU_2891	1CDU
scell.nextera.1CDU_633	4	1CDU_2891	1CDU
scell.nextera.1CDU_634	4	1CDU_2891	1CDU
scell.nextera.1CDU_635	4	1CDU_2891	1CDU
scell.nextera.1CDU_636	4	1CDU_2891	1CDU
scell.nextera.1CDU_637	4	1CDU_2891	1CDU
scell.nextera.1CDU_638	4	1CDU_2891	1CDU
scell.nextera.1CDU_641	4	1CDU_2891	1CDU
scell.nextera.1CDU_642	4	1CDU_2891	1CDU
scell.nextera.1CDU_643	4	1CDU_2891	1CDU
scell.nextera.1CDU_644	4	1CDU_2891	1CDU
scell.nextera.1CDU_645	4	1CDU_2891	1CDU
scell.nextera.1CDU_646	4	1CDU_2891	1CDU
scell.nextera.1CDU_647	4	1CDU_2891	1CDU
scell.nextera.1CDU_648	4	1CDU_2891	1CDU
scell.nextera.1CDU_651	4	1CDU_2891	1CDU
scell.nextera.1CDU_652	4	1CDU_2891	1CDU
scell.nextera.1CDU_653	4	1CDU_2891	1CDU
scell.nextera.1CDU_654	4	1CDU_2891	1CDU
scell.nextera.1CDU_655	4	1CDU_2891	1CDU
scell.nextera.1CDU_656	4	1CDU_2891	1CDU
scell.nextera.1CDU_657	4	1CDU_2891	1CDU
scell.nextera.1CDU_658	4	1CDU_2891	1CDU
scell.nextera.1CDU_661	4	1CDU_2891	1CDU
scell.nextera.1CDU_662	4	1CDU_2891	1CDU
scell.nextera.1CDU_663	4	1CDU_2891	1CDU
scell.nextera.1CDU_664	4	1CDU_2891	1CDU
scell.nextera.1CDU_665	4	1CDU_2891	1CDU
scell.nextera.1CDU_666	4	1CDU_2891	1CDU
scell.nextera.1CDU_667	4	1CDU_2891	1CDU
scell.nextera.1CDU_668	4	1CDU_2891	1CDU
scell.nextera.1CDU_671	4	1CDU_2891	1CDU
scell.nextera.1CDU_672	4	1CDU_2891	1CDU
scell.nextera.1CDU_673	4	1CDU_2891	1CDU
scell.nextera.1CDU_674	4	1CDU_2891	1CDU
scell.nextera.1CDU_675	4	1CDU_2891	1CDU
scell.nextera.1CDU_676	4	1CDU_2891	1CDU
scell.nextera.1CDU_677	4	1CDU_2891	1CDU
scell.nextera.1CDU_678	4	1CDU_2891	1CDU
scell.nextera.1CDU_681	4	1CDU_2891	1CDU
scell.nextera.1CDU_682	4	1CDU_2891	1CDU
scell.nextera.1CDU_683	4	1CDU_2891	1CDU
scell.nextera.1CDU_684	4	1CDU_2891	1CDU
scell.nextera.1CDU_685	4	1CDU_2891	1CDU
scell.nextera.1CDU_686	4	1CDU_2891	1CDU
scell.nextera.1CDU_687	4	1CDU_2891	1CDU
scell.nextera.1CDU_688	4	1CDU_2891	1CDU
scell.nextera.1CDU_691	4	1CDU_2891	1CDU
scell.nextera.1CDU_692	4	1CDU_2891	1CDU
scell.nextera.1CDU_693	4	1CDU_2891	1CDU
scell.nextera.1CDU_694	4	1CDU_2891	1CDU
scell.nextera.1CDU_695	4	1CDU_2891	1CDU
scell.nextera.1CDU_696	4	1CDU_2891	1CDU
scell.nextera.1CDU_697	4	1CDU_2891	1CDU
scell.nextera.1CDU_698	4	1CDU_2891	1CDU
scell.nextera.1CDU_701	4	1CDU_2891	1CDU
scell.nextera.1CDU_702	4	1CDU_2891	1CDU
scell.nextera.1CDU_703	4	1CDU_2891	1CDU
scell.nextera.1CDU_704	4	1CDU_2891	1CDU
scell.nextera.1CDU_705	4	1CDU_2891	1CDU
scell.nextera.1CDU_706	4	1CDU_2891	1CDU
scell.nextera.1CDU_707	4	1CDU_2891	1CDU
scell.nextera.1CDU_708	4	1CDU_2891	1CDU
scell.nextera.1CDU_711	4	1CDU_2891	1CDU
scell.nextera.1CDU_712	4	1CDU_2891	1CDU
scell.nextera.1CDU_713	4	1CDU_2891	1CDU
scell.nextera.1CDU_714	4	1CDU_2891	1CDU
scell.nextera.1CDU_715	4	1CDU_2891	1CDU
scell.nextera.1CDU_716	4	1CDU_2891	1CDU
scell.nextera.1CDU_717	4	1CDU_2891	1CDU
scell.nextera.1CDU_718	4	1CDU_2891	1CDU
scell.nextera.1CDU_721	4	1CDU_2891	1CDU
scell.nextera.1CDU_722	4	1CDU_2891	1CDU
scell.nextera.1CDU_723	4	1CDU_2891	1CDU
scell.nextera.1CDU_724	4	1CDU_2891	1CDU
scell.nextera.1CDU_725	4	1CDU_2891	1CDU
scell.nextera.1CDU_726	4	1CDU_2891	1CDU
scell.nextera.1CDU_727	4	1CDU_2891	1CDU
scell.nextera.1CDU_728	4	1CDU_2891	1CDU
scell.nextera.1CDX1_1	5	1CDX1_3136	1CD_G1
scell.nextera.1CDX1_2	5	1CDX1_3136	1CD_G1
scell.nextera.1CDX1_3	5	1CDX1_3136	1CD_G1
scell.nextera.1CDX1_4	5	1CDX1_3136	1CD_G1
scell.nextera.1CDX1_5	5	1CDX1_3136	1CD_G1
scell.nextera.1CDX1_6	5	1CDX1_3136	1CD_G1
scell.nextera.1CDX2_1	6	1CDX2_3136	1CD_eS
scell.nextera.1CDX2_2	6	1CDX2_3136	1CD_eS
scell.nextera.1CDX2_3	6	1CDX2_3136	1CD_eS
scell.nextera.1CDX2_4	6	1CDX2_3136	1CD_eS
scell.nextera.1CDX2_5	6	1CDX2_3136	1CD_eS
scell.nextera.1CDX2_6	6	1CDX2_3136	1CD_eS
scell.nextera.1CDX3_1	7	1CDX3_3136	1CD_mS
scell.nextera.1CDX3_2	7	1CDX3_3136	1CD_mS
scell.nextera.1CDX3_3	7	1CDX3_3136	1CD_mS
scell.nextera.1CDX3_4	7	1CDX3_3136	1CD_mS
scell.nextera.1CDX3_5	7	1CDX3_3136	1CD_mS
scell.nextera.1CDX3_6	7	1CDX3_3136	1CD_mS
scell.nextera.1CDX4_1	8	1CDX4_3136	1CD_lS_G2
scell.nextera.1CDX4_2	8	1CDX4_3136	1CD_lS_G2
scell.nextera.1CDX4_3	8	1CDX4_3136	1CD_lS_G2
scell.nextera.1CDX4_4	8	1CDX4_3136	1CD_lS_G2
scell.nextera.1CDX4_5	8	1CDX4_3136	1CD_lS_G2
scell.nextera.1CDX4_6	8	1CDX4_3136	1CD_lS_G2
scell.nextera.1CDX1_11	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_12	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_13	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_14	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_15	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_16	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_17	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_18	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_21	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_22	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_23	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_24	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_25	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_26	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_27	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_28	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_31	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_32	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_33	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_34	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_35	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_36	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_37	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_38	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_41	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_42	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_43	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_44	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_45	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_46	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_47	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_48	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_51	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_52	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_53	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_54	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_55	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_56	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_57	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_58	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_61	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_62	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_63	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_64	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_65	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_66	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_67	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_68	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_71	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_72	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_73	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_74	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_75	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_76	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_77	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_78	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_81	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_82	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_83	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_84	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_85	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_86	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_87	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_88	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_91	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_92	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_93	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_94	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_95	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_96	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_97	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_98	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_101	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_102	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_103	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_104	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_105	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_106	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_107	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_108	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_111	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_112	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_113	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_114	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_115	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_116	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_117	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_118	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_121	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_122	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_123	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_124	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_125	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_126	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_127	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_128	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_131	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_132	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_133	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_134	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_135	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_136	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_137	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_138	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_141	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_142	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_143	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_144	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_145	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_146	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_147	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_148	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_151	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_152	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_153	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_154	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_155	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_156	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_157	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_158	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_161	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_162	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_163	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_164	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_165	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_166	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_167	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_168	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_171	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_172	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_173	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_174	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_175	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_176	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_177	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_178	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_181	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_182	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_183	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_184	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_185	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_186	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_187	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_188	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_191	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_192	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_193	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_194	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_195	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_196	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_197	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_198	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_201	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_202	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_203	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_204	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_205	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_206	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_207	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_208	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_211	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_212	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_213	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_214	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_215	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_216	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_217	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_218	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_221	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_222	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_223	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_224	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_225	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_226	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_227	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_228	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_231	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_232	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_233	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_234	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_235	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_236	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_237	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_238	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_241	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_242	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_243	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_244	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_245	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_246	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_247	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_248	9	1CDX1_3158	1CD_G1
scell.nextera.1CDX1_251	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_252	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_253	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_254	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_255	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_256	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_257	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_258	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_261	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_262	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_263	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_264	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_265	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_266	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_267	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_268	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_271	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_272	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_273	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_274	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_275	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_276	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_277	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_278	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_281	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_282	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_283	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_284	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_285	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_286	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_287	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_288	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_291	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_292	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_293	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_294	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_295	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_296	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_297	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_298	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_301	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_302	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_303	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_304	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_305	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_306	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_307	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_308	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_311	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_312	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_313	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_314	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_315	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_316	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_317	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_318	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_321	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_322	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_323	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_324	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_325	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_326	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_327	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_328	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_331	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_332	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_333	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_334	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_335	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_336	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_337	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_338	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_341	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_342	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_343	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_344	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_345	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_346	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_347	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_348	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_351	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_352	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_353	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_354	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_355	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_356	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_357	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_358	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_361	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_362	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_363	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_364	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_365	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_366	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_367	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_368	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_371	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_372	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_373	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_374	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_375	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_376	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_377	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_378	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_381	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_382	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_383	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_384	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_385	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_386	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_387	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_388	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_391	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_392	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_393	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_394	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_395	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_396	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_397	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_398	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_401	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_402	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_403	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_404	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_405	10	1CDX1_3265	1CD_G1
scell.nextera.1CDX1_406	10	1CDX1_3265	1CD_G1
